"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN","GOMF_STRUCTURAL_CONSTITUENT_OF_CHROMATIN",86,0.589431397537359,2.14934322311106,2.35612788068331e-08,0.000253498417208042,0.000232805896042112,10288,"tags=56%, list=21%, signal=44%","H4C1/MACROH2A2/H3C15/H1-3/H2BC19P/H3C7/H3C2/H4C12/H2BC10/H1-10/H1-0/H2BC17/H2BC13/H3C1/H4C8/H2BC5/H2AC4/H2BC9/H2AC6/H3C8/H3C3/H1-2/H2BC3/H4C11/HMGA1/H2BC12/H2AZ1/CENPA/H2AC16/H2AC12/H2AC13/H2BC15/H3-5/H2BC8/H2AC11/H2BC14/H3C11/H2BC21/H2BC11/H3C4/H1-5/H4C3/LMNTD2/H4C9/H4C15/H1-6/H2AC17/H2AC7"
"GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY","GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY",221,0.454189202040628,1.89952533454786,4.57000932410387e-08,0.000253498417208042,0.000232805896042112,9795,"tags=44%, list=20%, signal=35%","H4C1/MCM2/MACROH2A2/CENPN/H3C15/NAP1L6P/CHRAC1/H1-3/GRWD1/TSPYL1/BRF1/MED11/H3C7/MIS18A/H3C2/NAP1L1/PSMC6/H4C12/H2BC10/ASF1B/DLGAP5/HMGB2/H1-10/H1-0/MED27/TAF4B/H2BC17/H2BC13/MED18/H3C1/H4C8/SSRP1/GTF2H5/CENPE/H2BC9/H3C8/MED28/H3C3/ASF1A/RAD51/CDT1/TAF11/NASP/H1-2/ITGB3BP/TAF13/TAF6/MED20/CHAF1A/H2BC3/H4C11/CHAF1B/SMYD3/SMARCB1/SOX9/CENPA/CDC45/MED25/NFKBIZ/TBP/H2BC15/UBTF/TP53/H2BC8/MED8/NAP1L5/TSPYL4/GTF2A1/H2BC14/H3C11/CENPO/TAF12/NPM1/H2BC21/HJURP/ATAD2/H2BC11/TAF10/TCF4/CENPP/CENPK/H3C4/ZNF827/DAXX/MED9/MED6/H1-5/H4C3/MIS12/CENPI/H4C9/SUPT16H/CENPF/H4C15/CENPV/GTF2A2/RSF1"
"GOCC_CHROMOSOMAL_REGION","GOCC_CHROMOSOMAL_REGION",402,0.377729709953291,1.6738542241441,2.52297301490771e-07,0.00093299542091287,0.000856837046010235,9823,"tags=36%, list=20%, signal=29%","H4C1/MCM2/RPA2/MACROH2A2/MCM4/TERF2/SIRT6/CENPN/CHRAC1/GAR1/PLK1/RCC2/SPC24/MIS18A/CDK2/DSN1/SYCP2L/H4C12/KIF2C/ZWINT/CHMP4A/BIRC5/ORC2/PPP1CC/ESCO2/NCAPD2/PPP2R1A/ALYREF/H4C8/NDEL1/SEPTIN6/CDCA8/H2AC4/CENPU/RECQL4/SMARCD1/CENPE/CHEK1/THOC6/CENPM/RAD51/CDT1/SMC1B/DDB1/SMC5/SEC13/NAT10/REC8/TERT/ITGB3BP/PPP2CB/APEX1/H2BC3/HMBOX1/H4C11/MAJIN/ACD/ZBTB48/AURKB/CSNK1A1/MCM3/AURKA/TOP2A/PHF2/SMARCB1/HELLS/MTA2/CENPA/SKA3/NCAPG/PHF6/SMARCC1/KDM4D/SGO1/DCTN3/MEN1/GATAD2B/SPOUT1/TEP1/SUV39H2/MEAF6/CHMP5/SUMO3/WDR82/BUB3/RAD51AP1/PBRM1/TP53BP1/NUF2/RBBP7/ACTB/RPA4/NUP43/PCNA/KMT5C/CDC73/NEK2/PIF1/SS18L1/IKZF1/CENPO/NABP2/MRE11/EID3/ZWILCH/RAD21/PPP1R10/PRKDC/ERCC1/SMARCD2/HJURP/KIF18A/MAD2L1/SIN3A/H2BC11/POLD1/PKHD1/CHMP1B/SLX4/NSL1/CENPP/LRIF1/CENPK/SKA1/PPP2R5C/ZNF827/ZNF330/DAXX/CHMP4BP1/LRWD1/DNMT3A/H4C3/KIF22/CCNB1/MIS12/CENPI/BUB1B/H4C9/THOC3/CENPF/H4C15/CENPV/PPP1CA/CDC20/PSEN1"
"GOCC_CHROMOSOME_CENTROMERIC_REGION","GOCC_CHROMOSOME_CENTROMERIC_REGION",260,0.41312068829465,1.76342547472706,7.72906937303168e-07,0.00214365739061034,0.00196867532793615,9823,"tags=38%, list=20%, signal=31%","H4C1/SIRT6/CENPN/CHRAC1/PLK1/RCC2/SPC24/MIS18A/DSN1/SYCP2L/H4C12/KIF2C/ZWINT/CHMP4A/BIRC5/ORC2/PPP1CC/ESCO2/NCAPD2/PPP2R1A/H4C8/NDEL1/SEPTIN6/CDCA8/H2AC4/CENPU/SMARCD1/CENPE/CENPM/CDT1/SMC1B/SMC5/SEC13/REC8/ITGB3BP/PPP2CB/H4C11/AURKB/CSNK1A1/AURKA/TOP2A/PHF2/SMARCB1/HELLS/CENPA/SKA3/NCAPG/PHF6/SMARCC1/KDM4D/SGO1/DCTN3/SPOUT1/SUV39H2/MEAF6/CHMP5/SUMO3/BUB3/PBRM1/TP53BP1/NUF2/ACTB/NUP43/KMT5C/NEK2/SS18L1/IKZF1/CENPO/ZWILCH/RAD21/SMARCD2/HJURP/KIF18A/MAD2L1/SIN3A/H2BC11/PKHD1/CHMP1B/NSL1/CENPP/CENPK/SKA1/PPP2R5C/ZNF330/DAXX/CHMP4BP1/LRWD1/DNMT3A/H4C3/KIF22/CCNB1/MIS12/CENPI/BUB1B/H4C9/CENPF/H4C15/CENPV/CDC20/PSEN1"
"GOCC_NUCLEOSOME","GOCC_NUCLEOSOME",124,0.493471614288937,1.90445352417037,1.56676215022659e-06,0.00347633185892276,0.00319256649516699,11576,"tags=52%, list=24%, signal=40%","H4C1/MACROH2A2/MORF4L1/H3C15/H1-3/H2BC19P/H3C7/H3C2/H4C12/H2BC10/H1-10/H1-0/H2BC17/H2BC13/H3C1/H4C8/H2BC5/H2AC4/H2BC9/H2AC6/H3C8/H3C3/H1-2/H2BC3/H4C11/H2BC12/H2AZ1/CENPA/H2AC16/H2AC12/H2AC13/MEAF6/H2BC15/MORF4L2/H3-5/ACTR6/ACTB/H2BC8/H2AC11/SRCAP/IRF4/H2BC14/H3C11/VPS72/H2BC21/H2BC11/H3C4/RUVBL2/EPC2/DMAP1/H1-5/H4C3/H4C9/H4C15/MRGBP/H1-6/MBTD1/H2AC17/H2AC7/SLF1/H4C2/SPHK2/TGM2/H2AB1/H3C10"
"GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",21,-0.78159379568727,-2.25292615619011,3.34908752683606e-06,0.00619246283711987,0.00568698564425372,3799,"tags=52%, list=8%, signal=48%","GUCY1A1/ADCY8/ADCY7/GUCY2D/GUCY1B1/NPPC/ADCY5/ADCY9/GUCY2F/ADCY2/NPR1"
"HP_RENAL_SALT_WASTING","HP_RENAL_SALT_WASTING",21,0.77188192241056,2.15121984454689,7.45108996007943e-06,0.00871205157729634,0.00800090586819346,3174,"tags=52%, list=7%, signal=49%","CYP11A1/SLC12A1/CLCNKB/CLCNKA/CYP11B2/CYP11B1/KCNJ1/MRAP/KCNJ10/SARS2/CYP21A2"
"HP_ABNORMALITY_OF_THE_GLABELLA","HP_ABNORMALITY_OF_THE_GLABELLA",27,0.712618524384125,2.09436947538098,6.89403627774771e-06,0.00871205157729634,0.00800090586819346,4164,"tags=37%, list=9%, signal=34%","MEG3/RTL1/FBN1/ALX1/FGFRL1/INTS11/DLK1/CPLX1/NSD2/SPOP"
"GOBP_NUCLEOSOME_ORGANIZATION","GOBP_NUCLEOSOME_ORGANIZATION",132,0.467814794552454,1.81743314998376,7.31900486374961e-06,0.00871205157729634,0.00800090586819346,7256,"tags=38%, list=15%, signal=32%","H4C1/MCM2/MACROH2A2/H3C15/NAP1L6P/CHRAC1/H1-3/GRWD1/TSPYL1/H3C7/H3C2/NAP1L1/H4C12/H2BC10/ASF1B/HMGB2/H1-10/H1-0/H2BC17/H2BC13/H3C1/H4C8/SSRP1/SMARCD1/H2BC9/H3C8/H3C3/ASF1A/NASP/H1-2/CHAF1A/H2BC3/H4C11/CHAF1B/HMGA1/SMYD3/SMARCB1/SOX9/SMARCC1/H2BC15/H2BC8/NAP1L5/TSPYL4/H2BC14/H3C11/NPM1/H2BC21/SMARCD2/ATAD2/H2BC11"
"GOCC_CONTRACTILE_MUSCLE_FIBER","GOCC_CONTRACTILE_MUSCLE_FIBER",249,-0.384193099876566,-1.67442632012418,7.85293994708522e-06,0.00871205157729634,0.00800090586819346,8106,"tags=32%, list=17%, signal=27%","TPM3/OBSL1/CACNA1C/FHOD3/FHL5/SLC2A1/SMN1/BIN1/SQSTM1/CDK5R1/TMOD2/TNNI2/MYBPC3/MYBPHL/MYOZ1/PDLIM3/SYNPO/MYBPH/SLC4A1/CALD1/FBXO22/SYNE2/MTMR12/KCNE1/SCN5A/DMD/TMOD4/MYL3/ALDOA/HRC/ANK2/TPM2/ACTN3/MYL4/ACTN2/SMN2/KCNJ8/GLRX3/IGFN1/AHNAK2/TNNT2/SDC4/IDO1/RTN2/TNNT3/OBSCN/ABCC9/XIRP2/MYH11/PGM5/PDE4DIP/MYL9/FBXO32/HABP4/MYOM2/CAVIN4/ACTC1/MYH1/HOMER1/MYOD1/SCN1A/FBP2/JPH1/SYNPO2/SYNM/KY/JPH2/MYH6/SMPX/UNC45B/MYOM1/ASB2/ANKRD1/STYXL2/ANKRD2/MYOT/MYBPC1/MYH7/CMYA5"
